Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
63,Jerry Bengtson,FW,hn Honduras,27.0,1987,3,3,225,2.5,0,0,0,0,0,0,1,0,846938b6,0.0,0.0,0.0,0.0,0.0,N/A
64,Nabil Bentaleb,MF,dz Algeria,19.0,1994,3,3,270,3.0,0,0,0,0,0,0,1,0,3189f61a,0.0,0.0,0.0,0.0,0.0,N/A
65,Karim Benzema,FW,fr France,26.0,1987,5,5,450,5.0,3,2,5,2,1,2,0,0,70d74ece,0.4,1.0,0.6,0.4,0.8,N/A
66,Aleksei Berezutski,DF,ru Russia,31.0,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,84ad89fa,0.0,0.0,0.0,0.0,0.0,N/A
67,Steve von Bergen,DF,ch Switzerland,31.0,1983,2,2,98,1.1,0,0,0,0,0,0,0,0,5d0d1ec7,0.0,0.0,0.0,0.0,0.0,N/A
68,Bernard,FW,br Brazil,21.0,1992,3,1,158,1.8,0,0,0,0,0,0,0,0,ab4b3e35,0.0,0.0,0.0,0.0,0.0,MF
69,Víctor Bernárdez,DF,hn Honduras,32.0,1982,3,3,225,2.5,0,0,0,0,0,0,1,0,05f64d2f,0.0,0.0,0.0,0.0,0.0,N/A
70,Muhamed Bešić,DF,ba Bosnia–Herz,21.0,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,7ca9f0f0,0.0,0.0,0.0,0.0,0.0,MF
71,Matt Besler,DF,us United States,27.0,1987,4,4,345,3.8,0,0,0,0,0,0,0,0,8393a973,0.0,0.0,0.0,0.0,0.0,N/A
72,Beto,GK,pt Portugal,32.0,1982,2,2,178,2.0,0,0,0,0,0,0,0,0,3b4941e4,0.0,0.0,0.0,0.0,0.0,N/A
73,Ermin Bičakčić,DF,ba Bosnia–Herz,24.0,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,7aac47fe,0.0,0.0,0.0,0.0,0.0,N/A
74,Lucas Biglia,MF,ar Argentina,28.0,1986,7,3,351,3.9,0,0,0,0,0,0,1,0,5710a281,0.0,0.0,0.0,0.0,0.0,N/A
75,Daley Blind,DF,nl Netherlands,24.0,1990,7,7,669,7.4,1,3,4,1,0,0,1,0,691bef82,0.4,0.54,0.13,0.13,0.54,MF
76,Kim Bo-kyung,MF,kr Korea Republic,24.0,1989,2,0,32,0.4,0,0,0,0,0,0,0,0,587ddfd6,0.0,0.0,0.0,0.0,0.0,N/A
77,Jérôme Boateng,DF,de Germany,25.0,1988,7,7,645,7.2,0,0,0,0,0,0,0,0,2db2fd7b,0.0,0.0,0.0,0.0,0.0,N/A
78,Kevin-Prince Boateng,FW,gh Ghana,27.0,1987,2,1,83,0.9,0,0,0,0,0,0,0,0,f4ec4fd0,0.0,0.0,0.0,0.0,0.0,MF
79,Arthur Boka,DF,ci Côte d'Ivoire,31.0,1983,3,3,254,2.8,0,0,0,0,0,0,0,0,3abb0642,0.0,0.0,0.0,0.0,0.0,N/A
80,Christian Bolaños,MF,cr Costa Rica,30.0,1984,5,4,412,4.6,0,2,2,0,0,0,0,0,da2911c4,0.44,0.44,0.0,0.0,0.44,N/A
81,Mathis Bolly,FW,ci Côte d'Ivoire,23.0,1990,1,0,18,0.2,0,0,0,0,0,0,0,0,e9895d1c,0.0,0.0,0.0,0.0,0.0,MF
82,Leonardo Bonucci,DF,it Italy,27.0,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,52ec54d0,0.0,0.0,0.0,0.0,0.0,N/A
83,Wilfried Bony,FW,ci Côte d'Ivoire,25.0,1988,3,2,166,1.8,2,0,2,2,0,0,0,0,61abe9b6,0.0,1.08,1.08,1.08,1.08,N/A
84,Celso Borges,FW,cr Costa Rica,26.0,1988,5,5,497,5.5,0,0,0,0,0,0,0,0,b8836910,0.0,0.0,0.0,0.0,0.0,MF
85,Madjid Bougherra,DF,dz Algeria,31.0,1982,3,2,202,2.2,0,0,0,0,0,0,1,0,5050cc14,0.0,0.0,0.0,0.0,0.0,N/A
86,John Boye,DF,gh Ghana,27.0,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,861227d2,0.0,0.0,0.0,0.0,0.0,N/A
87,Oliver Bozanic,MF,au Australia,25.0,1989,2,1,111,1.2,0,0,0,0,0,0,0,0,b3e61f31,0.0,0.0,0.0,0.0,0.0,N/A
88,Michael Bradley,MF,us United States,26.0,1987,4,4,390,4.3,0,1,1,0,0,0,0,0,fd5e3a73,0.23,0.23,0.0,0.0,0.23,N/A
89,Yacine Brahimi,FW,dz Algeria,24.0,1990,3,2,189,2.1,1,1,2,1,0,0,0,0,56b5d64e,0.48,0.95,0.48,0.48,0.95,MF
90,Claudio Bravo,GK,cl Chile,31.0,1983,4,4,390,4.3,0,0,0,0,0,0,0,0,10072610,0.0,0.0,0.0,0.0,0.0,N/A
91,Randall Brenes,FW,cr Costa Rica,30.0,1983,3,1,106,1.2,0,0,0,0,0,0,0,0,cde46097,0.0,0.0,0.0,0.0,0.0,N/A
92,Mark Bresciano,MF,au Australia,34.0,1980,3,2,146,1.6,0,0,0,0,0,0,0,0,cb20f13a,0.0,0.0,0.0,0.0,0.0,N/A
93,John Brooks,DF,us United States,21.0,1993,1,0,45,0.5,1,0,1,1,0,0,0,0,e27da244,0.0,2.0,2.0,2.0,2.0,N/A
94,Marcelo Brozović,MF,hr Croatia,21.0,1992,1,0,30,0.3,0,0,0,0,0,0,0,0,33b8d077,0.0,0.0,0.0,0.0,0.0,N/A
95,Gianluigi Buffon,GK,it Italy,36.0,1978,2,2,180,2.0,0,0,0,0,0,0,0,0,e40d028b,0.0,0.0,0.0,0.0,0.0,N/A
96,Sergio Busquets,MF,es Spain,25.0,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,5ab0ea87,0.0,0.0,0.0,0.0,0.0,N/A
97,Yohan Cabaye,MF,fr France,28.0,1986,4,4,316,3.5,0,0,0,0,0,0,2,0,ad7b19ef,0.0,0.0,0.0,0.0,0.0,N/A
98,Martín Cáceres,DF,uy Uruguay,27.0,1987,4,4,360,4.0,0,0,0,0,0,0,1,0,e94d79e3,0.0,0.0,0.0,0.0,0.0,N/A
99,Gary Cahill,DF,eng England,28.0,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,7914b9fe,0.0,0.0,0.0,0.0,0.0,N/A
100,Tim Cahill,FW,au Australia,34.0,1979,2,2,158,1.8,2,0,2,2,0,0,2,0,e5a2dfc2,0.0,1.14,1.14,1.14,1.14,MF
101,Felipe Caicedo,FW,ec Ecuador,25.0,1988,3,2,151,1.7,0,0,0,0,0,0,0,0,93b891d1,0.0,0.0,0.0,0.0,0.0,MF
102,Geoff Cameron,DF,us United States,28.0,1985,3,3,300,3.3,0,0,0,0,0,0,1,0,1a160ea3,0.0,0.0,0.0,0.0,0.0,MF
103,Hugo Campagnaro,DF,ar Argentina,33.0,1980,1,1,45,0.5,0,0,0,0,0,0,0,0,2ac01901,0.0,0.0,0.0,0.0,0.0,N/A
104,Joel Campbell,FW,cr Costa Rica,21.0,1992,5,5,412,4.6,1,1,2,1,0,0,0,0,895ff3ca,0.22,0.44,0.22,0.22,0.44,MF
105,Antonio Candreva,FW,it Italy,27.0,1987,2,2,134,1.5,0,1,1,0,0,0,0,0,356c9002,0.67,0.67,0.0,0.0,0.67,MF
106,Carlos Carbonero,MF,co Colombia,23.0,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,11af1c57,0.0,0.0,0.0,0.0,0.0,N/A
107,Juan Carlos García,DF,hn Honduras,26.0,1988,2,1,135,1.5,0,0,0,0,0,0,0,0,764476b9,0.0,0.0,0.0,0.0,0.0,N/A
108,Juan Carlos Paredes,DF,ec Ecuador,26.0,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,5d8c6afd,0.0,0.0,0.0,0.0,0.0,MF
109,Carlos Carmona,MF,cl Chile,27.0,1987,1,0,3,0.0,0,0,0,0,0,0,0,0,12b9753e,0.0,0.0,0.0,0.0,0.0,N/A
110,Eduardo Carvalho,GK,pt Portugal,31.0,1982,1,0,2,0.0,0,0,0,0,0,0,0,0,81b906e7,0.0,0.0,0.0,0.0,0.0,N/A
111,William Carvalho,MF,pt Portugal,22.0,1992,2,1,135,1.5,0,0,0,0,0,0,0,0,dee86451,0.0,0.0,0.0,0.0,0.0,N/A
112,Iker Casillas,GK,es Spain,33.0,1981,2,2,180,2.0,0,0,0,0,0,0,1,0,1ddbb0da,0.0,0.0,0.0,0.0,0.0,N/A
113,Antonio Cassano,FW,it Italy,31.0,1982,2,0,65,0.7,0,0,0,0,0,0,0,0,d0ed4d32,0.0,0.0,0.0,0.0,0.0,N/A
114,Edinson Cavani,FW,uy Uruguay,27.0,1987,4,4,360,4.0,1,1,2,0,1,1,0,0,527f063d,0.25,0.5,0.25,0.0,0.25,MF
115,Santi Cazorla,MF,es Spain,29.0,1984,2,1,82,0.9,0,0,0,0,0,0,0,0,e2e9c250,0.0,0.0,0.0,0.0,0.0,N/A
116,Alessio Cerci,FW,it Italy,26.0,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,5370cba7,0.0,0.0,0.0,0.0,0.0,MF
117,Júlio César,GK,br Brazil,34.0,1979,7,7,660,7.3,0,0,0,0,0,0,1,0,f619413f,0.0,0.0,0.0,0.0,0.0,N/A
118,Nacer Chadli,FW,be Belgium,24.0,1989,4,1,102,1.1,0,0,0,0,0,0,0,0,5b54bf3b,0.0,0.0,0.0,0.0,0.0,MF
119,Marvin Chávez,FW,hn Honduras,30.0,1983,2,0,54,0.6,0,0,0,0,0,0,0,0,d3dd83f0,0.0,0.0,0.0,0.0,0.0,MF
120,Osman Chávez,DF,hn Honduras,29.0,1984,1,0,45,0.5,0,0,0,0,0,0,0,0,3d9aac3d,0.0,0.0,0.0,0.0,0.0,N/A
121,Aurélien Chedjou,DF,cm Cameroon,28.0,1985,2,2,135,1.5,0,0,0,0,0,0,0,0,80e4c841,0.0,0.0,0.0,0.0,0.0,N/A
122,Giorgio Chiellini,DF,it Italy,29.0,1984,3,3,270,3.0,0,0,0,0,0,0,0,0,e85fb9b8,0.0,0.0,0.0,0.0,0.0,N/A
123,Lazaros Christodoulopoulos,FW,gr Greece,27.0,1986,2,2,210,2.3,0,0,0,0,0,0,0,0,f73abe54,0.0,0.0,0.0,0.0,0.0,MF
124,Park Chu-young,FW,kr Korea Republic,28.0,1985,2,2,111,1.2,0,0,0,0,0,0,0,0,d9fa272a,0.0,0.0,0.0,0.0,0.0,MF
125,Lee Chung-yong,FW,kr Korea Republic,25.0,1988,3,3,243,2.7,0,0,0,0,0,0,0,0,49b05a83,0.0,0.0,0.0,0.0,0.0,MF
126,Jasper Cillessen,GK,nl Netherlands,25.0,1989,7,7,688,7.6,0,0,0,0,0,0,0,0,04ac8285,0.0,0.0,0.0,0.0,0.0,N/A
127,Jorge Claros,MF,hn Honduras,28.0,1986,3,2,213,2.4,0,0,0,0,0,0,0,0,a9df8baf,0.0,0.0,0.0,0.0,0.0,N/A
128,Jordy Clasie,MF,nl Netherlands,22.0,1991,2,1,148,1.6,0,0,0,0,0,0,0,0,31c01b85,0.0,0.0,0.0,0.0,0.0,N/A
129,Sebastián Coates,DF,uy Uruguay,23.0,1990,1,0,3,0.0,0,0,0,0,0,0,0,0,1fbbfbde,0.0,0.0,0.0,0.0,0.0,N/A
130,Fábio Coentrão,DF,pt Portugal,26.0,1988,1,1,64,0.7,0,0,0,0,0,0,0,0,0f8bd0a6,0.0,0.0,0.0,0.0,0.0,N/A
131,Vedran Ćorluka,DF,hr Croatia,28.0,1986,3,3,270,3.0,0,0,0,0,0,0,1,0,6ceef869,0.0,0.0,0.0,0.0,0.0,N/A
132,Diego Costa,FW,es Spain,25.0,1988,2,2,125,1.4,0,0,0,0,0,0,0,0,a190d597,0.0,0.0,0.0,0.0,0.0,N/A
133,Ricardo Costa,DF,pt Portugal,33.0,1981,2,1,135,1.5,0,0,0,0,0,0,0,0,cd7325e1,0.0,0.0,0.0,0.0,0.0,N/A
134,Carlo Costly,FW,hn Honduras,31.0,1982,3,3,219,2.4,1,0,1,1,0,0,0,0,2abf959a,0.0,0.41,0.41,0.41,0.41,N/A
135,Thibaut Courtois,GK,be Belgium,22.0,1992,5,5,480,5.3,0,0,0,0,0,0,0,0,1840e36d,0.0,0.0,0.0,0.0,0.0,N/A
136,Juan Cuadrado,DF,co Colombia,26.0,1988,5,5,384,4.3,1,4,5,0,1,1,0,0,0ab1f153,0.94,1.17,0.23,0.0,0.94,FW
137,Dante,DF,br Brazil,30.0,1983,1,1,90,1.0,0,0,0,0,0,0,1,0,fd2bc67d,0.0,0.0,0.0,0.0,0.0,N/A
138,Matteo Darmian,DF,it Italy,24.0,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,96e0490d,0.0,0.0,0.0,0.0,0.0,MF
139,Fatau Dauda,GK,gh Ghana,29.0,1985,2,2,180,2.0,0,0,0,0,0,0,0,0,b7ec4136,0.0,0.0,0.0,0.0,0.0,N/A
140,Jason Davidson,DF,au Australia,22.0,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,46bcd68d,0.0,0.0,0.0,0.0,0.0,MF
141,Brad Davis,MF,us United States,32.0,1981,1,1,58,0.6,0,0,0,0,0,0,0,0,7adc9ea2,0.0,0.0,0.0,0.0,0.0,N/A
142,Kevin De Bruyne,FW,be Belgium,22.0,1991,4,4,390,4.3,1,2,3,1,0,0,0,0,e46012d4,0.46,0.69,0.23,0.23,0.69,MF
143,Daniele De Rossi,DF,it Italy,30.0,1983,2,2,180,2.0,0,0,0,0,0,0,0,0,532d2690,0.0,0.0,0.0,0.0,0.0,MF
144,Mattia De Sciglio,DF,it Italy,21.0,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,ae4e2852,0.0,0.0,0.0,0.0,0.0,MF
145,Mathieu Debuchy,DF,fr France,28.0,1985,4,4,360,4.0,0,0,0,0,0,0,0,0,92232aad,0.0,0.0,0.0,0.0,0.0,N/A
146,Steven Defour,MF,be Belgium,26.0,1988,1,1,43,0.5,0,0,0,0,0,0,0,1,73489527,0.0,0.0,0.0,0.0,0.0,N/A
147,Ashkan Dejagah,FW,ir IR Iran,27.0,1986,3,3,228,2.5,0,0,0,0,0,0,0,0,5171db60,0.0,0.0,0.0,0.0,0.0,MF
148,Mousa Dembélé,MF,be Belgium,26.0,1987,2,2,154,1.7,0,0,0,0,0,0,1,0,f7ee69fb,0.0,0.0,0.0,0.0,0.0,N/A
149,Martín Demichelis,DF,ar Argentina,33.0,1980,3,3,330,3.7,0,0,0,0,0,0,1,0,e9c7102a,0.0,0.0,0.0,0.0,0.0,MF
150,Clint Dempsey,FW,us United States,31.0,1983,4,4,386,4.3,2,0,2,2,0,0,0,0,523d9de6,0.0,0.47,0.47,0.47,0.47,MF
151,Igor Denisov,MF,ru Russia,30.0,1984,2,0,64,0.7,0,0,0,0,0,0,0,0,fbb23472,0.0,0.0,0.0,0.0,0.0,N/A
152,Ángel Di María,FW,ar Argentina,26.0,1988,5,5,426,4.7,1,0,1,1,0,0,1,0,19cda00b,0.0,0.21,0.21,0.21,0.21,MF
153,Júnior Díaz,DF,cr Costa Rica,30.0,1983,5,5,510,5.7,0,1,1,0,0,0,1,0,a83f301d,0.18,0.18,0.0,0.0,0.18,MF
154,Marcelo Díaz,MF,cl Chile,27.0,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,955b2e8a,0.0,0.0,0.0,0.0,0.0,N/A
155,Serey Die,MF,ci Côte d'Ivoire,29.0,1984,3,3,223,2.5,0,0,0,0,0,0,1,0,3c1b7c60,0.0,0.0,0.0,0.0,0.0,N/A
156,Lucas Digne,DF,fr France,20.0,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,1b84dbe1,0.0,0.0,0.0,0.0,0.0,MF
157,Ismaël Diomandé,MF,ci Côte d'Ivoire,21.0,1992,1,0,13,0.1,0,0,0,0,0,0,0,0,10650926,0.0,0.0,0.0,0.0,0.0,N/A
158,Abdelmoumene Djabou,MF,dz Algeria,27.0,1987,3,2,169,1.9,2,1,3,2,0,0,0,0,1618abe3,0.53,1.6,1.07,1.07,1.6,N/A
159,Constant Djakpa,DF,ci Côte d'Ivoire,27.0,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,b3ed818e,0.0,0.0,0.0,0.0,0.0,N/A
160,Cédric Djeugoué,DF,cm Cameroon,21.0,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,25f39524,0.0,0.0,0.0,0.0,0.0,MF
161,Johan Djourou,DF,ch Switzerland,27.0,1987,4,4,390,4.3,0,0,0,0,0,0,1,0,b8673e18,0.0,0.0,0.0,0.0,0.0,N/A
162,Alexander Domínguez,GK,ec Ecuador,27.0,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,84c22fa0,0.0,0.0,0.0,0.0,0.0,N/A
163,Ji Dong-won,FW,kr Korea Republic,23.0,1991,2,0,31,0.3,0,0,0,0,0,0,0,0,7d841904,0.0,0.0,0.0,0.0,0.0,MF
