Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
35,Ricardo Ávila,MF,pa Panama,21,1997,2,1,109,1.2,0,1,1,0,0,0,1,0,7b8c3884,0.83,0.83,0.0,0.0,0.83,N/A
36,Hugo Ayala,DF,mx Mexico,31,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,cf9989c2,0.0,0.0,0.0,0.0,0.0,N/A
37,Sardar Azmoun,FW,ir IR Iran,23,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,10549b49,0.0,0.0,0.0,0.0,0.0,N/A
38,Randall Azofeifa,MF,cr Costa Rica,33,1984,1,0,1,0.0,0,0,0,0,0,0,0,0,fcb91dac,0.0,0.0,0.0,0.0,0.0,N/A
39,Carlos Bacca,FW,co Colombia,31,1986,3,0,94,1.0,0,0,0,0,0,0,1,0,09a9e921,0.0,0.0,0.0,0.0,0.0,N/A
40,Milan Badelj,MF,hr Croatia,29,1989,3,1,106,1.2,1,1,2,1,0,0,0,0,e8c930bb,0.85,1.7,0.85,0.85,1.7,N/A
41,Anice Badri,MF,tn Tunisia,27,1990,3,2,225,2.5,0,0,0,0,0,0,1,0,b4006330,0.0,0.0,0.0,0.0,0.0,FW
42,Hattan Bahebri,FW,sa Saudi Arabia,25,1992,3,2,155,1.7,0,0,0,0,0,0,0,0,b4f50ff5,0.0,0.0,0.0,0.0,0.0,N/A
43,Keita Baldé,FW,sn Senegal,23,1995,1,1,79,0.9,0,0,0,0,0,0,0,0,509a4ccb,0.0,0.0,0.0,0.0,0.0,N/A
44,Leon Balogun,DF,ng Nigeria,29,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,78e68b4d,0.0,0.0,0.0,0.0,0.0,N/A
45,Felipe Baloy,DF,pa Panama,37,1981,1,0,22,0.2,1,0,1,1,0,0,0,0,2229d417,0.0,4.09,4.09,4.09,4.09,N/A
46,Éver Banega,MF,ar Argentina,29,1988,3,2,217,2.4,0,2,2,0,0,0,2,0,fa937f7a,0.83,0.83,0.0,0.0,0.83,N/A
47,Yoel Bárcenas,MF,pa Panama,24,1993,3,3,220,2.4,0,0,0,0,0,0,1,0,b39849eb,0.0,0.0,0.0,0.0,0.0,FW
48,Wílmar Barrios,MF,co Colombia,24,1993,3,2,270,3.0,0,0,0,0,0,0,2,0,8e7f49d3,0.0,0.0,0.0,0.0,0.0,N/A
49,Michy Batshuayi,FW,be Belgium,24,1993,3,1,114,1.3,1,0,1,1,0,0,0,0,2973d8ff,0.0,0.79,0.79,0.79,0.79,N/A
50,Jan Bednarek,DF,pl Poland,22,1996,3,2,225,2.5,1,0,1,1,0,0,1,0,4115ce4e,0.0,0.4,0.4,0.4,0.4,N/A
51,Rami Bedoui,DF,tn Tunisia,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,bc844eb7,0.0,0.0,0.0,0.0,0.0,N/A
52,Aziz Behich,DF,au Australia,27,1990,3,3,270,3.0,0,0,0,0,0,0,1,0,b6867b96,0.0,0.0,0.0,0.0,0.0,N/A
53,Valon Behrami,MF,ch Switzerland,33,1985,4,4,308,3.4,0,0,0,0,0,0,2,0,d3d758d8,0.0,0.0,0.0,0.0,0.0,N/A
54,Alireza Beiranvand,GK,ir IR Iran,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,6ca0b04a,0.0,0.0,0.0,0.0,0.0,N/A
55,Younès Belhanda,MF,ma Morocco,28,1990,3,3,226,2.5,0,0,0,0,0,0,0,0,e204ec12,0.0,0.0,0.0,0.0,0.0,FW
56,Mohamed Ben Amor,DF,tn Tunisia,26,1992,1,0,18,0.2,0,0,0,0,0,0,0,0,b2a390b3,0.0,0.0,0.0,0.0,0.0,MF
57,Farouk Ben Mustapha,GK,tn Tunisia,28,1989,2,1,165,1.8,0,0,0,0,0,0,0,0,7b3c3cdf,0.0,0.0,0.0,0.0,0.0,N/A
58,Fakhreddine Ben Youssef,FW,tn Tunisia,26,1991,3,3,270,3.0,1,0,1,1,0,0,0,0,ca6f10e6,0.0,0.33,0.33,0.33,0.33,N/A
59,Syam Ben Youssef,DF,tn Tunisia,29,1989,2,2,130,1.4,0,0,0,0,0,0,0,0,2293f5df,0.0,0.0,0.0,0.0,0.0,N/A
60,Yohan Benalouane,DF,tn Tunisia,31,1987,1,0,50,0.6,0,0,0,0,0,0,0,0,8309b068,0.0,0.0,0.0,0.0,0.0,N/A
61,Medhi Benatia,DF,ma Morocco,31,1987,2,2,180,2.0,0,0,0,0,0,0,1,0,3b15ef2d,0.0,0.0,0.0,0.0,0.0,N/A
62,Rodrigo Bentancur,MF,uy Uruguay,20,1997,5,5,362,4.0,0,1,1,0,0,0,2,0,3b8674e6,0.25,0.25,0.0,0.0,0.25,FW
63,Bartosz Bereszyński,MF,pl Poland,25,1992,3,2,169,1.9,0,0,0,0,0,0,0,0,61b3978f,0.0,0.0,0.0,0.0,0.0,DF
64,Jóhann Berg Guðmundsson,MF,is Iceland,27,1990,2,2,152,1.7,0,0,0,0,0,0,0,0,f72293fc,0.0,0.0,0.0,0.0,0.0,N/A
65,Marcus Berg,FW,se Sweden,31,1986,5,5,425,4.7,0,0,0,0,0,0,0,0,b39bf63f,0.0,0.0,0.0,0.0,0.0,N/A
66,Lucas Biglia,MF,ar Argentina,32,1986,1,1,53,0.6,0,0,0,0,0,0,0,0,5710a281,0.0,0.0,0.0,0.0,0.0,N/A
67,Mame Biram Diouf,FW,sn Senegal,30,1987,2,1,66,0.7,0,0,0,0,0,0,0,0,7f4f3e49,0.0,0.0,0.0,0.0,0.0,N/A
68,Birkir Bjarnason,MF,is Iceland,30,1988,3,3,269,3.0,0,0,0,0,0,0,0,0,da13074e,0.0,0.0,0.0,0.0,0.0,N/A
69,Jérôme Boateng,DF,de Germany,29,1988,2,2,171,1.9,0,0,0,0,0,0,2,1,2db2fd7b,0.0,0.0,0.0,0.0,0.0,N/A
70,Christian Bolaños,MF,cr Costa Rica,34,1984,2,0,68,0.8,0,0,0,0,0,0,0,0,da2911c4,0.0,0.0,0.0,0.0,0.0,N/A
71,Celso Borges,MF,cr Costa Rica,30,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,b8836910,0.0,0.0,0.0,0.0,0.0,N/A
72,Miguel Borja,FW,co Colombia,25,1993,1,0,2,0.0,0,0,0,0,0,0,0,0,211dc5fd,0.0,0.0,0.0,0.0,0.0,N/A
73,Aziz Bouhaddouz,FW,ma Morocco,31,1987,2,0,20,0.2,0,0,0,0,0,0,0,0,2c143d6c,0.0,0.0,0.0,0.0,0.0,N/A
74,M'barek Boussoufa,MF,ma Morocco,33,1984,3,3,270,3.0,0,0,0,0,0,0,1,0,da17c670,0.0,0.0,0.0,0.0,0.0,N/A
75,Khalid Boutaïb,FW,ma Morocco,31,1987,2,2,139,1.5,1,0,1,1,0,0,0,0,6074b849,0.0,0.65,0.65,0.65,0.65,N/A
76,Dedryck Boyata,DF,be Belgium,27,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,7c473e12,0.0,0.0,0.0,0.0,0.0,N/A
77,Filip Bradarić,MF,hr Croatia,26,1992,1,0,26,0.3,0,0,0,0,0,0,0,0,605873e1,0.0,0.0,0.0,0.0,0.0,N/A
78,Martin Braithwaite,FW,dk Denmark,27,1991,4,2,251,2.8,0,0,0,0,0,0,0,0,fd771f95,0.0,0.0,0.0,0.0,0.0,N/A
79,Julian Brandt,FW,de Germany,22,1996,3,0,22,0.2,0,0,0,0,0,0,0,0,a167537f,0.0,0.0,0.0,0.0,0.0,MF
80,Mohammed Al-Breik,DF,sa Saudi Arabia,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,bd448676,0.0,0.0,0.0,0.0,0.0,N/A
81,Dylan Bronn,DF,tn Tunisia,22,1995,2,2,113,1.3,1,0,1,1,0,0,0,0,edd81e2a,0.0,0.8,0.8,0.8,0.8,N/A
82,Marcelo Brozović,MF,hr Croatia,25,1992,6,4,459,5.1,0,1,1,0,0,0,1,0,33b8d077,0.2,0.2,0.0,0.0,0.2,N/A
83,Ali Al-Bulaihi,DF,sa Saudi Arabia,28,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,8d7b2936,0.0,0.0,0.0,0.0,0.0,N/A
84,Sergio Busquets,MF,es Spain,29,1988,4,4,390,4.3,0,1,1,0,0,0,1,0,5ab0ea87,0.23,0.23,0.0,0.0,0.23,N/A
85,Jakub Błaszczykowski,MF,pl Poland,32,1985,1,1,45,0.5,0,0,0,0,0,0,0,0,2b350e6b,0.0,0.0,0.0,0.0,0.0,N/A
86,Willy Caballero,GK,ar Argentina,36,1981,2,2,180,2.0,0,0,0,0,0,0,0,0,a179d516,0.0,0.0,0.0,0.0,0.0,N/A
87,Martín Cáceres,DF,uy Uruguay,31,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,e94d79e3,0.0,0.0,0.0,0.0,0.0,N/A
88,Gary Cahill,DF,eng England,32,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,7914b9fe,0.0,0.0,0.0,0.0,0.0,N/A
89,Tim Cahill,FW,au Australia,38,1979,1,0,38,0.4,0,0,0,0,0,0,0,0,e5a2dfc2,0.0,0.0,0.0,0.0,0.0,MF
90,Duje Ćaleta-Car,DF,hr Croatia,21,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,94f8d10c,0.0,0.0,0.0,0.0,0.0,N/A
91,Francisco Calvo,DF,cr Costa Rica,25,1992,2,1,106,1.2,0,0,0,0,0,0,1,0,706bd23f,0.0,0.0,0.0,0.0,0.0,N/A
92,Joel Campbell,FW,cr Costa Rica,25,1992,2,1,115,1.3,0,1,1,0,0,0,1,0,895ff3ca,0.78,0.78,0.0,0.0,0.78,N/A
93,Mehdi Carcela,FW,ma Morocco,28,1989,1,0,16,0.2,0,0,0,0,0,0,0,0,dc415e39,0.0,0.0,0.0,0.0,0.0,MF
94,Yannick Carrasco,MF,be Belgium,24,1993,4,3,238,2.6,0,0,0,0,0,0,0,0,de39485a,0.0,0.0,0.0,0.0,0.0,N/A
95,André Carrillo,MF,pe Peru,27,1991,3,3,258,2.9,1,0,1,1,0,0,0,0,7527558b,0.0,0.35,0.35,0.35,0.35,N/A
96,Wilder Cartagena,MF,pe Peru,23,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,9f0f5d15,0.0,0.0,0.0,0.0,0.0,N/A
97,Dani Carvajal,DF,es Spain,26,1992,3,2,231,2.6,0,1,1,0,0,0,0,0,4958bfb2,0.39,0.39,0.0,0.0,0.39,N/A
98,William Carvalho,MF,pt Portugal,26,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,dee86451,0.0,0.0,0.0,0.0,0.0,N/A
99,Casemiro,MF,br Brazil,26,1992,4,4,329,3.7,0,0,0,0,0,0,2,0,4d224fe8,0.0,0.0,0.0,0.0,0.0,N/A
100,Edinson Cavani,FW,uy Uruguay,31,1987,4,4,342,3.8,3,0,3,3,0,0,0,0,527f063d,0.0,0.79,0.79,0.79,0.79,N/A
101,Ghaylène Chaalali,MF,tn Tunisia,24,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,fb3f920a,0.0,0.0,0.0,0.0,0.0,N/A
102,Nacer Chadli,MF,be Belgium,28,1989,6,4,326,3.6,1,1,2,1,0,0,0,0,5b54bf3b,0.28,0.55,0.28,0.28,0.55,N/A
103,Denis Cheryshev,MF,ru Russia,27,1990,5,3,303,3.4,4,0,4,4,0,0,0,0,0ac94a23,0.0,1.19,1.19,1.19,1.19,N/A
104,Rouzbeh Cheshmi,DF,ir IR Iran,24,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,87c75fb3,0.0,0.0,0.0,0.0,0.0,N/A
105,Andreas Christensen,DF,dk Denmark,22,1996,4,4,305,3.4,0,0,0,0,0,0,0,0,1cb49278,0.0,0.0,0.0,0.0,0.0,MF
106,Hong Chul,DF,kr Korea Republic,27,1990,2,1,97,1.1,0,0,0,0,0,0,0,0,c7de2245,0.0,0.0,0.0,0.0,0.0,N/A
107,Thiago Cionek,DF,pl Poland,32,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,46f5c54d,0.0,0.0,0.0,0.0,0.0,N/A
108,Viktor Claesson,MF,se Sweden,26,1992,5,5,433,4.8,0,2,2,0,0,0,1,0,b3a712de,0.42,0.42,0.0,0.0,0.42,N/A
109,Sebastián Coates,DF,uy Uruguay,27,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,1fbbfbde,0.0,0.0,0.0,0.0,0.0,N/A
110,Daniel Colindres,FW,cr Costa Rica,33,1985,2,1,98,1.1,0,0,0,0,0,0,0,0,508317ac,0.0,0.0,0.0,0.0,0.0,N/A
111,Armando Cooper,MF,pa Panama,30,1987,2,2,180,2.0,0,0,0,0,0,0,2,0,c3835594,0.0,0.0,0.0,0.0,0.0,N/A
112,Vedran Ćorluka,DF,hr Croatia,32,1986,4,1,121,1.3,0,0,0,0,0,0,1,0,6ceef869,0.0,0.0,0.0,0.0,0.0,N/A
113,Andreas Cornelius,FW,dk Denmark,25,1993,3,2,162,1.8,0,0,0,0,0,0,0,0,c693347d,0.0,0.0,0.0,0.0,0.0,N/A
114,Jesús Corona,DF,mx Mexico,25,1993,2,0,36,0.4,0,0,0,0,0,0,0,0,fb938d24,0.0,0.0,0.0,0.0,0.0,FW
115,Diego Costa,FW,es Spain,29,1988,4,4,316,3.5,3,0,3,3,0,0,0,0,a190d597,0.0,0.85,0.85,0.85,0.85,N/A
116,Douglas Costa,FW,br Brazil,27,1990,2,0,78,0.9,0,1,1,0,0,0,0,0,4fa7cb9b,1.15,1.15,0.0,0.0,1.15,MF
117,Manuel da Costa,DF,ma Morocco,32,1986,3,2,189,2.1,0,0,0,0,0,0,1,0,50e14b3c,0.0,0.0,0.0,0.0,0.0,N/A
118,Thibaut Courtois,GK,be Belgium,26,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,1840e36d,0.0,0.0,0.0,0.0,0.0,N/A
119,Philippe Coutinho,MF,br Brazil,26,1992,5,5,434,4.8,2,2,4,2,0,0,1,0,0ef89a37,0.41,0.83,0.41,0.41,0.83,N/A
120,Juan Cuadrado,MF,co Colombia,30,1988,4,4,330,3.7,1,1,2,1,0,0,1,0,0ab1f153,0.27,0.55,0.27,0.27,0.55,N/A
121,Christian Cueva,MF,pe Peru,26,1991,3,3,270,3.0,0,0,0,0,0,1,0,0,57376761,0.0,0.0,0.0,0.0,0.0,N/A
122,Harold Cummings,DF,pa Panama,26,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,d3aa261b,0.0,0.0,0.0,0.0,0.0,N/A
123,Henrik Dalsgaard,DF,dk Denmark,28,1989,4,4,390,4.3,0,0,0,0,0,0,0,0,563cbac0,0.0,0.0,0.0,0.0,0.0,N/A
124,Danilo,DF,br Brazil,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,94b2001f,0.0,0.0,0.0,0.0,0.0,N/A
125,Erick Davis,DF,pa Panama,27,1991,2,2,180,2.0,0,0,0,0,0,0,1,0,2ffb0739,0.0,0.0,0.0,0.0,0.0,N/A
126,Salem Al-Dawsari,FW,sa Saudi Arabia,26,1991,3,3,270,3.0,1,0,1,1,0,0,0,0,60ee859c,0.0,0.33,0.33,0.33,0.33,N/A
127,Jón Daði Böðvarsson,FW,is Iceland,26,1992,1,1,70,0.8,0,0,0,0,0,0,0,0,b62006f1,0.0,0.0,0.0,0.0,0.0,N/A
128,Kevin De Bruyne,MF,be Belgium,26,1991,6,6,540,6.0,1,2,3,1,0,0,1,0,e46012d4,0.33,0.5,0.17,0.17,0.5,FW
129,Thomas Delaney,MF,dk Denmark,26,1991,4,4,366,4.1,0,1,1,0,0,0,1,0,fe641c1a,0.25,0.25,0.0,0.0,0.25,N/A
130,Fabian Delph,MF,eng England,28,1989,4,2,222,2.5,0,0,0,0,0,0,0,0,111c3236,0.0,0.0,0.0,0.0,0.0,N/A
131,Mousa Dembélé,MF,be Belgium,30,1987,4,2,179,2.0,0,0,0,0,0,0,0,0,f7ee69fb,0.0,0.0,0.0,0.0,0.0,N/A
132,Ousmane Dembélé,MF,fr France,21,1997,4,2,165,1.8,0,0,0,0,0,0,0,0,b19db005,0.0,0.0,0.0,0.0,0.0,FW
133,Leander Dendoncker,DF,be Belgium,23,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,5a7301ae,0.0,0.0,0.0,0.0,0.0,N/A
134,Ángel Di María,MF,ar Argentina,30,1988,3,3,235,2.6,1,0,1,1,0,0,0,0,19cda00b,0.0,0.38,0.38,0.38,0.38,FW
135,Ismael Díaz,FW,pa Panama,21,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,f2a276d1,0.0,0.0,0.0,0.0,0.0,MF
136,Eric Dier,MF,eng England,24,1994,6,2,251,2.8,0,0,0,0,0,0,0,0,ac861941,0.0,0.0,0.0,0.0,0.0,N/A
137,Nabil Dirar,DF,ma Morocco,32,1986,2,2,180,2.0,0,0,0,0,0,0,0,0,a2b0d521,0.0,0.0,0.0,0.0,0.0,N/A
138,Johan Djourou,DF,ch Switzerland,31,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,b8673e18,0.0,0.0,0.0,0.0,0.0,N/A
139,Kasper Dolberg,FW,dk Denmark,20,1997,1,0,16,0.2,0,0,0,0,0,0,0,0,cc83b74d,0.0,0.0,0.0,0.0,0.0,N/A
140,Giovani dos Santos,FW,mx Mexico,29,1989,1,0,14,0.2,0,0,0,0,0,0,0,0,7dba6233,0.0,0.0,0.0,0.0,0.0,MF
141,Jonathan dos Santos,MF,mx Mexico,28,1990,1,0,36,0.4,0,0,0,0,0,0,0,0,91872dec,0.0,0.0,0.0,0.0,0.0,N/A
142,Julian Draxler,MF,de Germany,24,1993,2,2,135,1.5,0,0,0,0,0,0,0,0,1a992676,0.0,0.0,0.0,0.0,0.0,N/A
143,Josip Drmić,FW,ch Switzerland,25,1992,3,1,113,1.3,1,0,1,1,0,0,0,0,15ea94de,0.0,0.8,0.8,0.8,0.8,N/A
144,Óscar Duarte,DF,cr Costa Rica,29,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,aa0ac32d,0.0,0.0,0.0,0.0,0.0,N/A
145,Jimmy Durmaz,MF,se Sweden,29,1989,1,0,17,0.2,0,0,0,0,0,0,0,0,f09a8b75,0.0,0.0,0.0,0.0,0.0,N/A
146,Paulo Dybala,FW,ar Argentina,24,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,e0921a4f,0.0,0.0,0.0,0.0,0.0,MF
147,Alan Dzagoev,MF,ru Russia,27,1990,2,1,42,0.5,0,1,1,0,0,0,0,0,4c45cdc2,2.14,2.14,0.0,0.0,2.14,N/A
148,Blerim Džemaili,MF,ch Switzerland,32,1986,4,4,324,3.6,1,0,1,1,0,0,0,0,756959aa,0.0,0.28,0.28,0.28,0.28,N/A
149,Artem Dzyuba,FW,ru Russia,29,1988,5,4,331,3.7,3,2,5,2,1,1,0,0,448a3608,0.54,1.36,0.82,0.54,1.09,N/A
150,Omid Ebrahimi,MF,ir IR Iran,30,1987,3,3,259,2.9,0,0,0,0,0,0,1,0,76bfe66e,0.0,0.0,0.0,0.0,0.0,N/A
151,Tyronne Ebuehi,DF,ng Nigeria,22,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,6af30900,0.0,0.0,0.0,0.0,0.0,N/A
152,Albin Ekdal,MF,se Sweden,28,1989,5,5,419,4.7,0,0,0,0,0,0,1,0,f503ea63,0.0,0.0,0.0,0.0,0.0,N/A
153,Mohamed Elneny,MF,eg Egypt,25,1992,3,3,243,2.7,0,0,0,0,0,0,0,0,47a34c4f,0.0,0.0,0.0,0.0,0.0,N/A
154,Breel Embolo,MF,ch Switzerland,21,1997,4,1,137,1.5,0,1,1,0,0,0,0,0,0b4f388a,0.66,0.66,0.0,0.0,0.66,N/A
155,Youssef En-Nesyri,FW,ma Morocco,21,1997,1,0,19,0.2,1,0,1,1,0,0,0,0,04e17fd5,0.0,4.74,4.74,4.74,4.74,N/A
156,Christian Eriksen,MF,dk Denmark,26,1992,4,4,390,4.3,1,1,2,1,0,0,0,0,980522ec,0.23,0.46,0.23,0.23,0.46,N/A
157,Aleksandr Erokhin,MF,ru Russia,28,1989,2,0,91,1.0,0,0,0,0,0,0,0,0,1c78737d,0.0,0.0,0.0,0.0,0.0,N/A
158,Fidel Escobar,DF,pa Panama,23,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,4991ec66,0.0,0.0,0.0,0.0,0.0,N/A
159,Oghenekaro Etebo,MF,ng Nigeria,22,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,b579e83d,0.0,0.0,0.0,0.0,0.0,N/A
160,Saeid Ezatolahi,MF,ir IR Iran,21,1996,2,2,164,1.8,0,0,0,0,0,0,0,0,314d95ac,0.0,0.0,0.0,0.0,0.0,N/A
161,Marco Fabián,FW,mx Mexico,28,1989,1,0,26,0.3,0,0,0,0,0,0,0,0,e665a2db,0.0,0.0,0.0,0.0,0.0,MF
162,Łukasz Fabiański,GK,pl Poland,33,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,9328b835,0.0,0.0,0.0,0.0,0.0,N/A
163,Fagner,DF,br Brazil,29,1989,4,4,360,4.0,0,0,0,0,0,0,1,0,a9cc58fe,0.0,0.0,0.0,0.0,0.0,N/A
164,Fayçal Fajr,MF,ma Morocco,29,1988,2,0,33,0.4,0,1,1,0,0,0,0,0,79135368,2.73,2.73,0.0,0.0,2.73,N/A
165,Radamel Falcao,FW,co Colombia,32,1986,4,4,375,4.2,1,0,1,1,0,0,1,0,66116290,0.0,0.24,0.24,0.24,0.24,N/A
166,Salman Al-Faraj,MF,sa Saudi Arabia,28,1989,3,3,270,3.0,1,0,1,0,1,1,0,0,df145034,0.0,0.33,0.33,0.0,0.0,N/A
